cause,icd_code,year,sex,deaths,population,crude_rate_per_100k
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2015,male,249,23815995,1.04551583925005
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2015,female,71,23815995,0.2981189742439902
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2015,persons,320,23815995,1.3436348134940403
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2016,male,250,24190907,1.0334461622294693
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2016,female,72,24190907,0.29763249472208714
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2016,persons,322,24190907,1.3310786569515562
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2017,male,260,24592588,1.057229113097003
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2017,female,84,24592588,0.34156632884672405
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2017,persons,344,24592588,1.3987954419437272
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2018,male,191,24963258,0.7651244881577557
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2018,female,58,24963258,0.23234146760811428
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2018,persons,249,24963258,0.99746595576587
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2019,male,247,25334826,0.9749425553583829
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2019,female,77,25334826,0.3039294605773097
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2019,persons,324,25334826,1.2788720159356926
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2020,male,239,25649248,0.9318011974464124
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2020,female,73,25649248,0.2846087339480674
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2020,persons,312,25649248,1.2164099313944798
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2021,male,297,25685412,1.1562983688951534
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2021,female,93,25685412,0.3620732266237349
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2021,persons,390,25685412,1.5183715955188883
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2022,male,354,26018721,1.3605588068683314
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2022,female,105,26018721,0.40355557830840344
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2022,persons,459,26018721,1.7641143851767347
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2023,male,339,26659922,1.2715716122500282
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2023,female,106,26659922,0.39760056312242775
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2023,persons,445,26659922,1.6691721753724562
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2024,male,376,27194286,1.3826433979549968
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2024,female,101,27194286,0.37140155104642203
Mental and behavioural disorders due to psychoactive substance use (F10-F19),F10-F19,2024,persons,477,27194286,1.7540449490014187
Mental and behavioural disorders due to use of alcohol (F10),F10,2014,male,189,23475686,0.8050882943314202
Mental and behavioural disorders due to use of alcohol (F10),F10,2014,female,47,23475686,0.20020714197659656
Mental and behavioural disorders due to use of alcohol (F10),F10,2014,persons,236,23475686,1.0052954363080167
Mental and behavioural disorders due to use of alcohol (F10),F10,2015,male,217,23815995,0.9111523579006461
Mental and behavioural disorders due to use of alcohol (F10),F10,2015,female,53,23815995,0.22253951598495045
Mental and behavioural disorders due to use of alcohol (F10),F10,2015,persons,270,23815995,1.1336918738855966
Mental and behavioural disorders due to use of alcohol (F10),F10,2016,male,216,24190907,0.8928974841662614
Mental and behavioural disorders due to use of alcohol (F10),F10,2016,female,61,24190907,0.2521608635839905
Mental and behavioural disorders due to use of alcohol (F10),F10,2016,persons,277,24190907,1.1450583477502518
Mental and behavioural disorders due to use of alcohol (F10),F10,2017,male,239,24592588,0.971837530885322
Mental and behavioural disorders due to use of alcohol (F10),F10,2017,female,74,24592588,0.30090367065068546
Mental and behavioural disorders due to use of alcohol (F10),F10,2017,persons,313,24592588,1.2727412015360076
Mental and behavioural disorders due to use of alcohol (F10),F10,2018,male,171,24963258,0.6850067407066818
Mental and behavioural disorders due to use of alcohol (F10),F10,2018,female,48,24963258,0.19228259388257735
Mental and behavioural disorders due to use of alcohol (F10),F10,2018,persons,219,24963258,0.8772893345892592
Mental and behavioural disorders due to use of alcohol (F10),F10,2019,male,212,25334826,0.836792800550515
Mental and behavioural disorders due to use of alcohol (F10),F10,2019,female,54,25334826,0.21314533598928212
Mental and behavioural disorders due to use of alcohol (F10),F10,2019,persons,266,25334826,1.049938136539797
Mental and behavioural disorders due to use of alcohol (F10),F10,2020,male,212,25649248,0.8265349533834286
Mental and behavioural disorders due to use of alcohol (F10),F10,2020,female,59,25649248,0.23002623702652025
Mental and behavioural disorders due to use of alcohol (F10),F10,2020,persons,271,25649248,1.056561190409949
Mental and behavioural disorders due to use of alcohol (F10),F10,2021,male,270,25685412,1.0511803353592304
Mental and behavioural disorders due to use of alcohol (F10),F10,2021,female,78,25685412,0.3036743191037777
Mental and behavioural disorders due to use of alcohol (F10),F10,2021,persons,348,25685412,1.354854654463008
Mental and behavioural disorders due to use of alcohol (F10),F10,2022,male,314,26018721,1.20682334846513
Mental and behavioural disorders due to use of alcohol (F10),F10,2022,female,93,26018721,0.35743494078744303
Mental and behavioural disorders due to use of alcohol (F10),F10,2022,persons,407,26018721,1.5642582892525732
Mental and behavioural disorders due to use of alcohol (F10),F10,2023,male,305,26659922,1.1440393561541553
Mental and behavioural disorders due to use of alcohol (F10),F10,2023,female,92,26659922,0.3450872812005977
Mental and behavioural disorders due to use of alcohol (F10),F10,2023,persons,397,26659922,1.489126637354753
Mental and behavioural disorders due to use of alcohol (F10),F10,2024,male,343,27194286,1.2612943763259679
Mental and behavioural disorders due to use of alcohol (F10),F10,2024,female,85,27194286,0.31256566177174133
Mental and behavioural disorders due to use of alcohol (F10),F10,2024,persons,428,27194286,1.5738600380977092
Mental and behavioural disorders due to use of opioids (F11),F11,2014,male,0,23475686,0
Mental and behavioural disorders due to use of opioids (F11),F11,2014,female,4,23475686,0.017038905700135876
Mental and behavioural disorders due to use of opioids (F11),F11,2014,persons,4,23475686,0.017038905700135876
Mental and behavioural disorders due to use of opioids (F11),F11,2015,male,7,23815995,0.029392011545182138
Mental and behavioural disorders due to use of opioids (F11),F11,2015,female,3,23815995,0.01259657637650663
Mental and behavioural disorders due to use of opioids (F11),F11,2015,persons,10,23815995,0.04198858792168876
Mental and behavioural disorders due to use of opioids (F11),F11,2016,male,5,24190907,0.020668923244589382
Mental and behavioural disorders due to use of opioids (F11),F11,2016,female,1,24190907,0.004133784648917877
Mental and behavioural disorders due to use of opioids (F11),F11,2016,persons,6,24190907,0.024802707893507258
Mental and behavioural disorders due to use of opioids (F11),F11,2017,male,2,24592588,0.008132531639207715
Mental and behavioural disorders due to use of opioids (F11),F11,2017,female,3,24592588,0.012198797458811573
Mental and behavioural disorders due to use of opioids (F11),F11,2017,persons,5,24592588,0.02033132909801929
Mental and behavioural disorders due to use of opioids (F11),F11,2018,male,2,24963258,0.00801177474510739
Mental and behavioural disorders due to use of opioids (F11),F11,2018,female,3,24963258,0.012017662117661084
Mental and behavioural disorders due to use of opioids (F11),F11,2018,persons,5,24963258,0.020029436862768472
Mental and behavioural disorders due to use of opioids (F11),F11,2019,male,3,25334826,0.011841407554960116
Mental and behavioural disorders due to use of opioids (F11),F11,2019,female,5,25334826,0.019735679258266862
Mental and behavioural disorders due to use of opioids (F11),F11,2019,persons,8,25334826,0.03157708681322698
Mental and behavioural disorders due to use of opioids (F11),F11,2020,male,4,25649248,0.01559499912044205
Mental and behavioural disorders due to use of opioids (F11),F11,2020,female,2,25649248,0.007797499560221025
Mental and behavioural disorders due to use of opioids (F11),F11,2020,persons,6,25649248,0.023392498680663076
Mental and behavioural disorders due to use of opioids (F11),F11,2021,male,2,25685412,0.0077865210026609654
Mental and behavioural disorders due to use of opioids (F11),F11,2021,female,0,25685412,0
Mental and behavioural disorders due to use of opioids (F11),F11,2021,persons,2,25685412,0.0077865210026609654
Mental and behavioural disorders due to use of opioids (F11),F11,2022,male,3,26018721,0.011530159380240096
Mental and behavioural disorders due to use of opioids (F11),F11,2022,female,4,26018721,0.01537354584032013
Mental and behavioural disorders due to use of opioids (F11),F11,2022,persons,7,26018721,0.026903705220560223
Mental and behavioural disorders due to use of opioids (F11),F11,2023,male,0,26659922,0
Mental and behavioural disorders due to use of opioids (F11),F11,2023,female,3,26659922,0.011252846126106445
Mental and behavioural disorders due to use of opioids (F11),F11,2023,persons,3,26659922,0.011252846126106445
Mental and behavioural disorders due to use of opioids (F11),F11,2024,male,4,27194286,0.01470897231867018
Mental and behavioural disorders due to use of opioids (F11),F11,2024,female,1,27194286,0.003677243079667545
Mental and behavioural disorders due to use of opioids (F11),F11,2024,persons,5,27194286,0.018386215398337725
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2014,male,1,23475686,0.004259726425033969
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2014,female,0,23475686,0
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2014,persons,1,23475686,0.004259726425033969
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2015,male,2,23815995,0.008397717584337754
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2015,female,0,23815995,0
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2015,persons,2,23815995,0.008397717584337754
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2016,male,1,24190907,0.004133784648917877
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2016,female,0,24190907,0
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2016,persons,1,24190907,0.004133784648917877
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2017,male,0,24592588,0
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2017,female,0,24592588,0
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2017,persons,0,24592588,0
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2018,male,2,24963258,0.00801177474510739
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2018,female,0,24963258,0
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2018,persons,2,24963258,0.00801177474510739
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2019,male,1,25334826,0.003947135851653373
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2019,female,0,25334826,0
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2019,persons,1,25334826,0.003947135851653373
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2020,male,0,25649248,0
Mental and behavioural disorders due to use of cannabinoids (F12),F12,2020,female,0,25649248,0
