cause_icd10,n_male,n_female,n_persons,crude_rate_male,crude_rate_female,crude_rate_persons,asr_male,asr_female,asr_persons,ypll_male,ypll_female,ypll_persons,state,state_abbr,year,icd10_code,cause_name,is_chapter,is_total
Cysticercosis (B69),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B69,Cysticercosis,FALSE,FALSE
Diphyllobothriasis and sparganosis (B70),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B70,Diphyllobothriasis and sparganosis,FALSE,FALSE
Other cestode infections (B71),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B71,Other cestode infections,FALSE,FALSE
Dracunculiasis (B72),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B72,Dracunculiasis,FALSE,FALSE
Onchocerciasis (B73),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B73,Onchocerciasis,FALSE,FALSE
Filariasis (B74),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B74,Filariasis,FALSE,FALSE
Trichinellosis (B75),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B75,Trichinellosis,FALSE,FALSE
Hookworm diseases (B76),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B76,Hookworm diseases,FALSE,FALSE
Ascariasis (B77),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B77,Ascariasis,FALSE,FALSE
Strongyloidiasis (B78),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B78,Strongyloidiasis,FALSE,FALSE
Trichuriasis (B79),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B79,Trichuriasis,FALSE,FALSE
Enterobiasis (B80),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B80,Enterobiasis,FALSE,FALSE
"Other intestinal helminthiases, not elsewhere classified (B81)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B81,"Other intestinal helminthiases, not elsewhere classified",FALSE,FALSE
Unspecified intestinal parasitism (B82),1,0,1,NA,NA,NA,NA,NA,NA,np,—,np,Australia,AUS,2024,B82,Unspecified intestinal parasitism,FALSE,FALSE
Other helminthiases (B83),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B83,Other helminthiases,FALSE,FALSE
"Pediculosis, acariasis and other infestations  (B85-B89)",1,0,1,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B85-B89,"Pediculosis, acariasis and other infestations",FALSE,FALSE
Pediculosis and phthiriasis (B85),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B85,Pediculosis and phthiriasis,FALSE,FALSE
Scabies (B86),1,0,1,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B86,Scabies,FALSE,FALSE
Myiasis (B87),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B87,Myiasis,FALSE,FALSE
Other infestations (B88),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B88,Other infestations,FALSE,FALSE
Unspecified parasitic disease (B89),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B89,Unspecified parasitic disease,FALSE,FALSE
Sequelae of infectious and parasitic diseases  (B90-B94),10,12,22,0.1,0.1,0.1,NA,NA,0.1,61,np,64,Australia,AUS,2024,B90-B94,Sequelae of infectious and parasitic diseases,FALSE,FALSE
Sequelae of tuberculosis (B90),2,3,5,NA,NA,NA,NA,NA,NA,np,—,np,Australia,AUS,2024,B90,Sequelae of tuberculosis,FALSE,FALSE
Sequelae of poliomyelitis (B91),3,5,8,NA,NA,NA,NA,NA,NA,np,np,np,Australia,AUS,2024,B91,Sequelae of poliomyelitis,FALSE,FALSE
Sequelae of leprosy (B92),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B92,Sequelae of leprosy,FALSE,FALSE
Sequelae of other and unspecified infectious and parasitic diseases (B94),5,4,9,NA,NA,NA,NA,NA,NA,38,—,37,Australia,AUS,2024,B94,Sequelae of other and unspecified infectious and parasitic diseases,FALSE,FALSE
"Bacterial,viral and other infectious agents (B95-B98)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B95-B98,"Bacterial,viral and other infectious agents",FALSE,FALSE
Streptococcus and staphylococcus as the cause of diseases classified to other chapters (B95),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,FALSE,FALSE
Other bacterial agents as the cause of diseases classified to other chapters (B96),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B96,Other bacterial agents as the cause of diseases classified to other chapters,FALSE,FALSE
Viral agents as the cause of diseases classified to other chapters (B97),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B97,Viral agents as the cause of diseases classified to other chapters,FALSE,FALSE
Other specified infectious agents as the cause of diseases classified to other chapters (B98),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,B98,Other specified infectious agents as the cause of diseases classified to other chapters,FALSE,FALSE
Other infectious diseases  (B99),26,28,54,0.2,0.2,0.2,0.2,0.1,0.1,53,31,84,Australia,AUS,2024,B99,Other infectious diseases,FALSE,FALSE
Other and unspecified infectious diseases (B99),26,28,54,0.2,0.2,0.2,0.2,0.1,0.1,53,31,84,Australia,AUS,2024,B99,Other and unspecified infectious diseases,FALSE,FALSE
CHAPTER II Neoplasms (C00-D48),29689,23130,52819,219.8,168.8,194.2,177.7,119.6,145.9,172004,142594,313659,Australia,AUS,2024,C00-D48,CHAPTER II Neoplasms,TRUE,FALSE
Malignant neoplasms  (C00-C97),28928,22478,51406,214.2,164.1,189,173.2,116.6,142.2,169097,140649,308835,Australia,AUS,2024,C00-C97,Malignant neoplasms,FALSE,FALSE
"Malignant neoplasms of lip, oral cavity and pharynx  (C00-C14)",750,319,1069,5.6,2.3,3.9,4.5,1.6,3,5895,1966,7761,Australia,AUS,2024,C00-C14,"Malignant neoplasms of lip, oral cavity and pharynx",FALSE,FALSE
Malignant neoplasm of lip (C00),6,2,8,NA,NA,NA,NA,NA,NA,np,—,np,Australia,AUS,2024,C00,Malignant neoplasm of lip,FALSE,FALSE
Malignant neoplasm of base of tongue (C01),52,19,71,0.4,0.1,0.3,0.3,NA,0.2,393,113,499,Australia,AUS,2024,C01,Malignant neoplasm of base of tongue,FALSE,FALSE
Malignant neoplasm of other and unspecified parts of tongue (C02),124,86,210,0.9,0.6,0.8,0.7,0.4,0.6,981,600,1569,Australia,AUS,2024,C02,Malignant neoplasm of other and unspecified parts of tongue,FALSE,FALSE
Malignant neoplasm of gum (C03),38,36,74,0.3,0.3,0.3,0.2,0.2,0.2,279,97,374,Australia,AUS,2024,C03,Malignant neoplasm of gum,FALSE,FALSE
Malignant neoplasm of floor of mouth (C04),16,6,22,0.1,NA,0.1,NA,NA,0.1,121,np,146,Australia,AUS,2024,C04,Malignant neoplasm of floor of mouth,FALSE,FALSE
Malignant neoplasm of palate (C05),13,5,18,0.1,NA,0.1,NA,NA,NA,115,np,119,Australia,AUS,2024,C05,Malignant neoplasm of palate,FALSE,FALSE
Malignant neoplasm of other and unspecified parts of mouth (C06),63,47,110,0.5,0.3,0.4,0.4,0.2,0.3,502,304,799,Australia,AUS,2024,C06,Malignant neoplasm of other and unspecified parts of mouth,FALSE,FALSE
Malignant neoplasm of parotid gland (C07),67,18,85,0.5,0.1,0.3,0.4,NA,0.2,232,79,306,Australia,AUS,2024,C07,Malignant neoplasm of parotid gland,FALSE,FALSE
Malignant neoplasm of other and unspecified major salivary glands (C08),33,6,39,0.2,NA,0.1,0.2,NA,0.1,348,np,356,Australia,AUS,2024,C08,Malignant neoplasm of other and unspecified major salivary glands,FALSE,FALSE
Malignant neoplasm of tonsil (C09),87,19,106,0.6,0.1,0.4,0.5,NA,0.3,879,151,1011,Australia,AUS,2024,C09,Malignant neoplasm of tonsil,FALSE,FALSE
Malignant neoplasm of oropharynx (C10),116,26,142,0.9,0.2,0.5,0.7,0.1,0.4,842,176,999,Australia,AUS,2024,C10,Malignant neoplasm of oropharynx,FALSE,FALSE
Malignant neoplasm of nasopharynx (C11),43,23,66,0.3,0.2,0.2,0.3,0.1,0.2,605,246,845,Australia,AUS,2024,C11,Malignant neoplasm of nasopharynx,FALSE,FALSE
Malignant neoplasm of pyriform sinus (C12),7,3,10,0.1,NA,NA,NA,NA,NA,95,np,108,Australia,AUS,2024,C12,Malignant neoplasm of pyriform sinus,FALSE,FALSE
Malignant neoplasm of hypopharynx (C13),43,14,57,0.3,0.1,0.2,0.3,NA,0.2,306,89,388,Australia,AUS,2024,C13,Malignant neoplasm of hypopharynx,FALSE,FALSE
"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx (C14)",42,9,51,0.3,0.1,0.2,0.2,NA,0.1,169,49,214,Australia,AUS,2024,C14,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",FALSE,FALSE
Malignant neoplasms of digestive organs  (C15-C26),8633,6402,15035,63.9,46.7,55.3,52,32.8,41.8,59501,35958,94852,Australia,AUS,2024,C15-C26,Malignant neoplasms of digestive organs,FALSE,FALSE
Malignant neoplasm of oesophagus (C15),1060,378,1438,7.8,2.8,5.3,6.3,1.9,4,7278,1583,8723,Australia,AUS,2024,C15,Malignant neoplasm of oesophagus,FALSE,FALSE
Malignant neoplasm of stomach (C16),773,429,1202,5.7,3.1,4.4,4.7,2.3,3.4,5859,3200,8987,Australia,AUS,2024,C16,Malignant neoplasm of stomach,FALSE,FALSE
Malignant neoplasm of small intestine (C17),97,79,176,0.7,0.6,0.6,0.6,0.4,0.5,629,473,1095,Australia,AUS,2024,C17,Malignant neoplasm of small intestine,FALSE,FALSE
Malignant neoplasm of colon (C18),735,692,1427,5.4,5.1,5.2,4.4,3.4,3.9,4563,3418,7952,Australia,AUS,2024,C18,Malignant neoplasm of colon,FALSE,FALSE
Malignant neoplasm of rectosigmoid junction (C19),1253,959,2212,9.3,7,8.1,7.7,5.1,6.3,10025,7314,17263,Australia,AUS,2024,C19,Malignant neoplasm of rectosigmoid junction,FALSE,FALSE
Malignant neoplasm of rectum (C20),426,276,702,3.2,2,2.6,2.6,1.5,2,3481,2074,5522,Australia,AUS,2024,C20,Malignant neoplasm of rectum,FALSE,FALSE
Malignant neoplasm of anus and anal canal (C21),53,75,128,0.4,0.5,0.5,0.3,0.4,0.4,354,637,996,Australia,AUS,2024,C21,Malignant neoplasm of anus and anal canal,FALSE,FALSE
Malignant neoplasm of liver and intrahepatic bile ducts (C22),1559,893,2452,11.5,6.5,9,9.3,4.6,6.8,10861,5293,16003,Australia,AUS,2024,C22,Malignant neoplasm of liver and intrahepatic bile ducts,FALSE,FALSE
Malignant neoplasm of gallbladder (C23),54,127,181,0.4,0.9,0.7,0.3,0.6,0.5,232,575,817,Australia,AUS,2024,C23,Malignant neoplasm of gallbladder,FALSE,FALSE
Malignant neoplasm of other and unspecified parts of biliary tract (C24),84,71,155,0.6,0.5,0.6,0.5,0.3,0.4,403,277,675,Australia,AUS,2024,C24,Malignant neoplasm of other and unspecified parts of biliary tract,FALSE,FALSE
Malignant neoplasm of pancreas (C25),2012,1861,3873,14.9,13.6,14.2,12,9.6,10.7,12950,9360,22218,Australia,AUS,2024,C25,Malignant neoplasm of pancreas,FALSE,FALSE
Malignant neoplasm of other and ill-defined digestive organs (C26),527,562,1089,3.9,4.1,4,3.2,2.6,2.9,2865,1753,4601,Australia,AUS,2024,C26,Malignant neoplasm of other and ill-defined digestive organs,FALSE,FALSE
Malignant neoplasms of respiratory and intrathoracic organs  (C30-C39),5499,3938,9437,40.7,28.7,34.7,32.7,20.5,26.1,32582,21245,53547,Australia,AUS,2024,C30-C39,Malignant neoplasms of respiratory and intrathoracic organs,FALSE,FALSE
Malignant neoplasm of nasal cavity and middle ear (C30),5,3,8,NA,NA,NA,NA,NA,NA,127,np,133,Australia,AUS,2024,C30,Malignant neoplasm of nasal cavity and middle ear,FALSE,FALSE
Malignant neoplasm of accessory sinuses (C31),31,16,47,0.2,0.1,0.2,0.2,NA,0.1,419,49,465,Australia,AUS,2024,C31,Malignant neoplasm of accessory sinuses,FALSE,FALSE
Malignant neoplasm of larynx (C32),183,17,200,1.4,0.1,0.7,1.1,NA,0.6,1095,110,1181,Australia,AUS,2024,C32,Malignant neoplasm of larynx,FALSE,FALSE
Malignant neoplasm of trachea (C33),5,1,6,NA,NA,NA,NA,NA,NA,np,—,np,Australia,AUS,2024,C33,Malignant neoplasm of trachea,FALSE,FALSE
Malignant neoplasm of bronchus and lung (C34),5239,3874,9113,38.8,28.3,33.5,31.1,20.2,25.2,30519,20805,51069,Australia,AUS,2024,C34,Malignant neoplasm of bronchus and lung,FALSE,FALSE
Malignant neoplasm of thymus (C37),16,17,33,0.1,0.1,0.1,NA,NA,0.1,161,181,342,Australia,AUS,2024,C37,Malignant neoplasm of thymus,FALSE,FALSE
"Malignant neoplasm of heart, mediastinum and pleura (C38)",17,10,27,0.1,0.1,0.1,NA,NA,0.1,186,96,283,Australia,AUS,2024,C38,"Malignant neoplasm of heart, mediastinum and pleura",FALSE,FALSE
Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs (C39),3,0,3,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,C39,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,FALSE,FALSE
Malignant neoplasms of bone and articular cartilage  (C40-C41),62,43,105,0.5,0.3,0.4,0.4,0.3,0.3,1318,1152,2473,Australia,AUS,2024,C40-C41,Malignant neoplasms of bone and articular cartilage,FALSE,FALSE
Malignant neoplasm of bone and articular cartilage of limbs (C40),4,1,5,NA,NA,NA,NA,NA,NA,np,—,np,Australia,AUS,2024,C40,Malignant neoplasm of bone and articular cartilage of limbs,FALSE,FALSE
Malignant neoplasm of bone and articular cartilage of other and unspecified sites (C41),58,42,100,0.4,0.3,0.4,0.4,0.3,0.3,1159,1152,2310,Australia,AUS,2024,C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,FALSE,FALSE
Melanoma and other malignant neoplasms of skin  (C43-C44),1544,757,2301,11.4,5.5,8.5,9.2,3.7,6.2,7312,3377,10591,Australia,AUS,2024,C43-C44,Melanoma and other malignant neoplasms of skin,FALSE,FALSE
Malignant melanoma of skin (C43),969,514,1483,7.2,3.8,5.5,5.8,2.7,4.1,5417,3107,8468,Australia,AUS,2024,C43,Malignant melanoma of skin,FALSE,FALSE
Other malignant neoplasms of skin (C44),575,243,818,4.3,1.8,3,3.4,1.1,2.1,1896,270,2123,Australia,AUS,2024,C44,Other malignant neoplasms of skin,FALSE,FALSE
Malignant neoplasms of mesothelial and soft tissue  (C45-C49),749,364,1113,5.5,2.7,4.1,4.5,2,3.1,4696,3150,7828,Australia,AUS,2024,C45-C49,Malignant neoplasms of mesothelial and soft tissue,FALSE,FALSE
Mesothelioma (C45),513,151,664,3.8,1.1,2.4,3,0.8,1.8,1232,630,1837,Australia,AUS,2024,C45,Mesothelioma,FALSE,FALSE
Kaposi sarcoma (C46),3,0,3,NA,NA,NA,NA,NA,NA,np,—,np,Australia,AUS,2024,C46,Kaposi sarcoma,FALSE,FALSE
Malignant neoplasm of peripheral nerves and autonomic nervous system (C47),7,5,12,0.1,NA,NA,NA,NA,NA,237,np,307,Australia,AUS,2024,C47,Malignant neoplasm of peripheral nerves and autonomic nervous system,FALSE,FALSE
Malignant neoplasm of retroperitoneum and peritoneum (C48),23,62,85,0.2,0.5,0.3,0.1,0.3,0.2,418,237,666,Australia,AUS,2024,C48,Malignant neoplasm of retroperitoneum and peritoneum,FALSE,FALSE
Malignant neoplasm of other connective and soft tissue (C49),203,146,349,1.5,1.1,1.3,1.3,0.9,1.1,2809,2213,5018,Australia,AUS,2024,C49,Malignant neoplasm of other connective and soft tissue,FALSE,FALSE
Malignant neoplasm of breast  (C50-C50),25,3178,3203,0.2,23.2,11.8,0.2,17.2,9.2,208,26862,27565,Australia,AUS,2024,C50-C50,Malignant neoplasm of breast,FALSE,FALSE
Malignant neoplasm of breast (C50),25,3178,3203,0.2,23.2,11.8,0.2,17.2,9.2,208,26862,27565,Australia,AUS,2024,C50,Malignant neoplasm of breast,FALSE,FALSE
Malignant neoplasms of female genital organs  (C51-C58),0,2238,2238,NA,16.3,8.2,NA,12.1,6.4,—,18722,19083,Australia,AUS,2024,C51-C58,Malignant neoplasms of female genital organs,FALSE,FALSE
Malignant neoplasm of vulva (C51),0,116,116,NA,0.8,0.4,NA,0.6,0.3,—,526,538,Australia,AUS,2024,C51,Malignant neoplasm of vulva,FALSE,FALSE
Malignant neoplasm of vagina (C52),0,32,32,NA,0.2,0.1,NA,0.2,0.1,—,157,161,Australia,AUS,2024,C52,Malignant neoplasm of vagina,FALSE,FALSE
Malignant neoplasm of cervix uteri (C53),0,248,248,NA,1.8,0.9,NA,1.6,0.8,—,4675,4736,Australia,AUS,2024,C53,Malignant neoplasm of cervix uteri,FALSE,FALSE
Malignant neoplasm of corpus uteri (C54),0,505,505,NA,3.7,1.9,NA,2.6,1.4,—,3164,3242,Australia,AUS,2024,C54,Malignant neoplasm of corpus uteri,FALSE,FALSE
"Malignant neoplasm of uterus, part unspecified (C55)",0,191,191,NA,1.4,0.7,NA,1,0.5,—,1489,1520,Australia,AUS,2024,C55,"Malignant neoplasm of uterus, part unspecified",FALSE,FALSE
Malignant neoplasm of ovary (C56),0,1045,1045,NA,7.6,3.8,NA,5.6,3,—,8057,8218,Australia,AUS,2024,C56,Malignant neoplasm of ovary,FALSE,FALSE
Malignant neoplasm of other and unspecified female genital organs (C57),0,100,100,NA,0.7,0.4,NA,0.5,0.3,—,602,617,Australia,AUS,2024,C57,Malignant neoplasm of other and unspecified female genital organs,FALSE,FALSE
Malignant neoplasm of placenta (C58),0,1,1,NA,NA,NA,NA,NA,NA,—,np,np,Australia,AUS,2024,C58,Malignant neoplasm of placenta,FALSE,FALSE
Malignant neoplasms of male genital organs  (C60-C63),3899,0,3899,28.9,NA,14.3,22.9,NA,10.2,9197,—,8938,Australia,AUS,2024,C60-C63,Malignant neoplasms of male genital organs,FALSE,FALSE
Malignant neoplasm of penis (C60),27,0,27,0.2,NA,0.1,0.2,NA,0.1,253,—,250,Australia,AUS,2024,C60,Malignant neoplasm of penis,FALSE,FALSE
Malignant neoplasm of prostate (C61),3835,0,3835,28.4,NA,14.1,22.5,NA,9.9,7714,—,7461,Australia,AUS,2024,C61,Malignant neoplasm of prostate,FALSE,FALSE
Malignant neoplasm of testis (C62),35,0,35,0.3,NA,0.1,0.3,NA,0.1,1177,—,1175,Australia,AUS,2024,C62,Malignant neoplasm of testis,FALSE,FALSE
Malignant neoplasm of other and unspecified male genital organs (C63),2,0,2,NA,NA,NA,NA,NA,NA,np,—,np,Australia,AUS,2024,C63,Malignant neoplasm of other and unspecified male genital organs,FALSE,FALSE
Malignant neoplasms of urinary tract  (C64-C68),1959,871,2830,14.5,6.4,10.4,11.6,4.2,7.6,8662,3111,11627,Australia,AUS,2024,C64-C68,Malignant neoplasms of urinary tract,FALSE,FALSE
"Malignant neoplasm of kidney, except renal pelvis (C64)",678,349,1027,5,2.5,3.8,4.1,1.8,2.8,4449,1707,6094,Australia,AUS,2024,C64,"Malignant neoplasm of kidney, except renal pelvis",FALSE,FALSE
Malignant neoplasm of renal pelvis (C65),2,4,6,NA,NA,NA,NA,NA,NA,np,np,np,Australia,AUS,2024,C65,Malignant neoplasm of renal pelvis,FALSE,FALSE
Malignant neoplasm of ureter (C66),9,10,19,0.1,0.1,0.1,NA,NA,NA,np,np,29,Australia,AUS,2024,C66,Malignant neoplasm of ureter,FALSE,FALSE
Malignant neoplasm of bladder (C67),847,342,1189,6.3,2.5,4.4,5,1.6,3.1,2250,681,2882,Australia,AUS,2024,C67,Malignant neoplasm of bladder,FALSE,FALSE
Malignant neoplasm of other and unspecified urinary organs (C68),423,166,589,3.1,1.2,2.2,2.5,0.8,1.6,1928,676,2568,Australia,AUS,2024,C68,Malignant neoplasm of other and unspecified urinary organs,FALSE,FALSE
"Malignant neoplasms of eye, brain and other parts of central nervous system (C69-C72)",1030,714,1744,7.6,5.2,6.4,6.6,4.1,5.3,14760,9230,23923,Australia,AUS,2024,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",FALSE,FALSE
Malignant neoplasm of eye and adnexa (C69),28,25,53,0.2,0.2,0.2,0.2,0.2,0.2,247,359,603,Australia,AUS,2024,C69,Malignant neoplasm of eye and adnexa,FALSE,FALSE
Malignant neoplasm of meninges (C70),6,5,11,NA,NA,NA,NA,NA,NA,np,42,69,Australia,AUS,2024,C70,Malignant neoplasm of meninges,FALSE,FALSE
Malignant neoplasm of brain (C71),987,676,1663,7.3,4.9,6.1,6.3,3.9,5.1,14217,8586,22736,Australia,AUS,2024,C71,Malignant neoplasm of brain,FALSE,FALSE
"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system (C72)",9,8,17,0.1,0.1,0.1,NA,NA,NA,np,244,516,Australia,AUS,2024,C72,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",FALSE,FALSE
Malignant neoplasms of thyroid and other endocrine glands  (C73-C75),105,100,205,0.8,0.7,0.8,0.7,0.5,0.6,1320,750,2071,Australia,AUS,2024,C73-C75,Malignant neoplasms of thyroid and other endocrine glands,FALSE,FALSE
Malignant neoplasm of thyroid gland (C73),74,75,149,0.5,0.5,0.5,0.4,0.4,0.4,438,268,703,Australia,AUS,2024,C73,Malignant neoplasm of thyroid gland,FALSE,FALSE
Malignant neoplasm of adrenal gland (C74),26,22,48,0.2,0.2,0.2,0.2,0.1,0.2,717,374,1096,Australia,AUS,2024,C74,Malignant neoplasm of adrenal gland,FALSE,FALSE
Malignant neoplasm of other endocrine glands and related structures (C75),5,3,8,NA,NA,NA,NA,NA,NA,165,np,272,Australia,AUS,2024,C75,Malignant neoplasm of other endocrine glands and related structures,FALSE,FALSE
"Malignant neoplasms of ill-defined, secondary and unspecified sites (C76-C80)",1630,1434,3064,12.1,10.5,11.3,9.7,6.9,8.3,8406,5673,14003,Australia,AUS,2024,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",FALSE,FALSE
Malignant neoplasm of other and ill-defined sites (C76),71,83,154,0.5,0.6,0.6,0.4,0.4,0.4,369,257,617,Australia,AUS,2024,C76,Malignant neoplasm of other and ill-defined sites,FALSE,FALSE
Secondary and unspecified malignant neoplasm of lymph nodes (C77),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,C77,Secondary and unspecified malignant neoplasm of lymph nodes,FALSE,FALSE
Secondary malignant neoplasm of respiratory and digestive organs (C78),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,C78,Secondary malignant neoplasm of respiratory and digestive organs,FALSE,FALSE
Secondary malignant neoplasm of other and unspecified sites (C79),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australia,AUS,2024,C79,Secondary malignant neoplasm of other and unspecified sites,FALSE,FALSE
"Malignant neoplasm, without specification of site (C80)",1559,1351,2910,11.5,9.9,10.7,9.3,6.6,7.9,8037,5416,13385,Australia,AUS,2024,C80,"Malignant neoplasm, without specification of site",FALSE,FALSE
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue (C81-C96)",3043,2120,5163,22.5,15.5,19,18.2,10.6,14.1,15239,9453,24572,Australia,AUS,2024,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",FALSE,FALSE
Hodgkin lymphoma (C81),51,44,95,0.4,0.3,0.3,0.3,0.2,0.3,364,212,573,Australia,AUS,2024,C81,Hodgkin lymphoma,FALSE,FALSE
Follicular lymphoma (C82),53,43,96,0.4,0.3,0.4,0.3,0.2,0.3,207,86,291,Australia,AUS,2024,C82,Follicular lymphoma,FALSE,FALSE
Non-follicular lymphoma (C83),455,270,725,3.4,2,2.7,2.7,1.4,2,2197,1362,3531,Australia,AUS,2024,C83,Non-follicular lymphoma,FALSE,FALSE
Mature T/NK-cell lymphomas (C84),95,44,139,0.7,0.3,0.5,0.6,0.2,0.4,692,435,1118,Australia,AUS,2024,C84,Mature T/NK-cell lymphomas,FALSE,FALSE
Other and unspecified types of non-Hodgkin lymphoma (C85),396,393,789,2.9,2.9,2.9,2.4,1.9,2.1,1485,1075,2554,Australia,AUS,2024,C85,Other and unspecified types of non-Hodgkin lymphoma,FALSE,FALSE
Other specified types of T/NK-cell lymphoma (C86),15,5,20,0.1,NA,0.1,NA,NA,0.1,135,np,135,Australia,AUS,2024,C86,Other specified types of T/NK-cell lymphoma,FALSE,FALSE
Malignant immunoproliferative diseases (C88),32,22,54,0.2,0.2,0.2,0.2,0.1,0.1,60,61,120,Australia,AUS,2024,C88,Malignant immunoproliferative diseases,FALSE,FALSE
Multiple myeloma and malignant plasma cell neoplasms (C90),624,450,1074,4.6,3.3,3.9,3.7,2.2,2.9,2412,1284,3666,Australia,AUS,2024,C90,Multiple myeloma and malignant plasma cell neoplasms,FALSE,FALSE
Lymphoid leukaemia (C91),294,202,496,2.2,1.5,1.8,1.8,1,1.4,1964,1465,3422,Australia,AUS,2024,C91,Lymphoid leukaemia,FALSE,FALSE
Myeloid leukaemia (C92),805,523,1328,6,3.8,4.9,4.8,2.7,3.7,4597,3086,7652,Australia,AUS,2024,C92,Myeloid leukaemia,FALSE,FALSE
Monocytic leukaemia (C93),110,47,157,0.8,0.3,0.6,0.6,0.2,0.4,313,78,382,Australia,AUS,2024,C93,Monocytic leukaemia,FALSE,FALSE
