cause_icd10,unit,mc_count_male,mc_count_female,mc_count_persons,mc_asr_male,mc_asr_female,mc_asr_persons,icd10_code,cause_name,is_chapter,is_total
Malignant neoplasm of liver and intrahepatic bile ducts (C22),no.,1779,958,2737,10.6,5,7.6,C22,Malignant neoplasm of liver and intrahepatic bile ducts,FALSE,FALSE
Malignant neoplasm of gallbladder (C23),no.,58,139,197,0.3,0.7,0.5,C23,Malignant neoplasm of gallbladder,FALSE,FALSE
Malignant neoplasm of other and unspecified parts of biliary tract (C24),no.,107,91,198,0.6,0.4,0.5,C24,Malignant neoplasm of other and unspecified parts of biliary tract,FALSE,FALSE
Malignant neoplasm of pancreas (C25),no.,2126,1943,4069,12.7,10,11.3,C25,Malignant neoplasm of pancreas,FALSE,FALSE
Malignant neoplasm of other and ill-defined digestive organs (C26),no.,764,773,1537,4.6,3.6,4,C26,Malignant neoplasm of other and ill-defined digestive organs,FALSE,FALSE
Malignant neoplasms of respiratory and intrathoracic organs  (C30-C39),no.,6285,4470,10755,37.3,23.1,29.7,C30-C39,Malignant neoplasms of respiratory and intrathoracic organs,FALSE,FALSE
Malignant neoplasm of nasal cavity and middle ear (C30),no.,7,4,11,NA,NA,NA,C30,Malignant neoplasm of nasal cavity and middle ear,FALSE,FALSE
Malignant neoplasm of accessory sinuses (C31),no.,32,17,49,0.2,NA,0.1,C31,Malignant neoplasm of accessory sinuses,FALSE,FALSE
Malignant neoplasm of larynx (C32),no.,260,23,283,1.5,0.1,0.8,C32,Malignant neoplasm of larynx,FALSE,FALSE
Malignant neoplasm of trachea (C33),no.,6,1,7,NA,NA,NA,C33,Malignant neoplasm of trachea,FALSE,FALSE
Malignant neoplasm of bronchus and lung (C34),no.,5956,4397,10353,35.3,22.7,28.5,C34,Malignant neoplasm of bronchus and lung,FALSE,FALSE
Malignant neoplasm of thymus (C37),no.,19,17,36,NA,NA,0.1,C37,Malignant neoplasm of thymus,FALSE,FALSE
"Malignant neoplasm of heart, mediastinum and pleura (C38)",no.,21,11,32,0.1,NA,0.1,C38,"Malignant neoplasm of heart, mediastinum and pleura",FALSE,FALSE
Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs (C39),no.,3,0,3,NA,NA,NA,C39,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,FALSE,FALSE
Malignant neoplasms of bone and articular cartilage  (C40-C41),no.,69,46,115,0.4,0.3,0.4,C40-C41,Malignant neoplasms of bone and articular cartilage,FALSE,FALSE
Malignant neoplasm of bone and articular cartilage of limbs (C40),no.,6,1,7,NA,NA,NA,C40,Malignant neoplasm of bone and articular cartilage of limbs,FALSE,FALSE
Malignant neoplasm of bone and articular cartilage of other and unspecified sites (C41),no.,66,45,111,0.4,0.3,0.3,C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,FALSE,FALSE
Melanoma and other malignant neoplasms of skin  (C43-C44),no.,2224,1068,3292,13.2,5.1,8.8,C43-C44,Melanoma and other malignant neoplasms of skin,FALSE,FALSE
Malignant melanoma of skin (C43),no.,1310,669,1979,7.8,3.4,5.4,C43,Malignant melanoma of skin,FALSE,FALSE
Other malignant neoplasms of skin (C44),no.,941,404,1345,5.5,1.8,3.5,C44,Other malignant neoplasms of skin,FALSE,FALSE
Malignant neoplasms of mesothelial and soft tissue  (C45-C49),no.,833,406,1239,5,2.2,3.4,C45-C49,Malignant neoplasms of mesothelial and soft tissue,FALSE,FALSE
Mesothelioma (C45),no.,551,162,713,3.2,0.8,1.9,C45,Mesothelioma,FALSE,FALSE
Kaposi sarcoma (C46),no.,5,0,5,NA,NA,NA,C46,Kaposi sarcoma,FALSE,FALSE
Malignant neoplasm of peripheral nerves and autonomic nervous system (C47),no.,7,6,13,NA,NA,NA,C47,Malignant neoplasm of peripheral nerves and autonomic nervous system,FALSE,FALSE
Malignant neoplasm of retroperitoneum and peritoneum (C48),no.,28,66,94,0.2,0.3,0.3,C48,Malignant neoplasm of retroperitoneum and peritoneum,FALSE,FALSE
Malignant neoplasm of other connective and soft tissue (C49),no.,243,172,415,1.5,1,1.2,C49,Malignant neoplasm of other connective and soft tissue,FALSE,FALSE
Malignant neoplasm of breast  (C50),no.,48,4423,4471,0.3,23,12.5,C50,Malignant neoplasm of breast,FALSE,FALSE
Malignant neoplasm of breast (C50),no.,48,4423,4471,0.3,23,12.5,C50,Malignant neoplasm of breast,FALSE,FALSE
Malignant neoplasms of female genital organs  (C51-C58),no.,0,2522,2522,NA,13.5,7.2,C51-C58,Malignant neoplasms of female genital organs,FALSE,FALSE
Malignant neoplasm of vulva (C51),no.,0,136,136,NA,0.7,0.4,C51,Malignant neoplasm of vulva,FALSE,FALSE
Malignant neoplasm of vagina (C52),no.,0,36,36,NA,0.2,0.1,C52,Malignant neoplasm of vagina,FALSE,FALSE
Malignant neoplasm of cervix uteri (C53),no.,0,287,287,NA,1.8,0.9,C53,Malignant neoplasm of cervix uteri,FALSE,FALSE
Malignant neoplasm of corpus uteri (C54),no.,0,591,591,NA,3.1,1.6,C54,Malignant neoplasm of corpus uteri,FALSE,FALSE
"Malignant neoplasm of uterus, part unspecified (C55)",no.,0,230,230,NA,1.2,0.7,C55,"Malignant neoplasm of uterus, part unspecified",FALSE,FALSE
Malignant neoplasm of ovary (C56),no.,0,1144,1144,NA,6.1,3.2,C56,Malignant neoplasm of ovary,FALSE,FALSE
Malignant neoplasm of other and unspecified female genital organs (C57),no.,0,113,113,NA,0.6,0.3,C57,Malignant neoplasm of other and unspecified female genital organs,FALSE,FALSE
Malignant neoplasm of placenta (C58),no.,0,1,1,NA,NA,NA,C58,Malignant neoplasm of placenta,FALSE,FALSE
Malignant neoplasms of male genital organs  (C60-C63),no.,6092,0,6092,35.8,NA,15.8,C60-C63,Malignant neoplasms of male genital organs,FALSE,FALSE
Malignant neoplasm of penis (C60),no.,37,0,37,0.2,NA,0.1,C60,Malignant neoplasm of penis,FALSE,FALSE
Malignant neoplasm of prostate (C61),no.,6010,0,6010,35.2,NA,15.5,C61,Malignant neoplasm of prostate,FALSE,FALSE
Malignant neoplasm of testis (C62),no.,45,0,45,0.3,NA,0.2,C62,Malignant neoplasm of testis,FALSE,FALSE
Malignant neoplasm of other and unspecified male genital organs (C63),no.,2,0,2,NA,NA,NA,C63,Malignant neoplasm of other and unspecified male genital organs,FALSE,FALSE
Malignant neoplasms of urinary tract  (C64-C68),no.,2678,1092,3770,15.9,5.3,10.1,C64-C68,Malignant neoplasms of urinary tract,FALSE,FALSE
"Malignant neoplasm of kidney, except renal pelvis (C64)",no.,905,441,1346,5.4,2.2,3.7,C64,"Malignant neoplasm of kidney, except renal pelvis",FALSE,FALSE
Malignant neoplasm of renal pelvis (C65),no.,3,6,9,NA,NA,NA,C65,Malignant neoplasm of renal pelvis,FALSE,FALSE
Malignant neoplasm of ureter (C66),no.,14,12,26,NA,NA,0.1,C66,Malignant neoplasm of ureter,FALSE,FALSE
Malignant neoplasm of bladder (C67),no.,1270,449,1719,7.5,2.1,4.5,C67,Malignant neoplasm of bladder,FALSE,FALSE
Malignant neoplasm of other and unspecified urinary organs (C68),no.,521,190,711,3.1,1,1.9,C68,Malignant neoplasm of other and unspecified urinary organs,FALSE,FALSE
"Malignant neoplasms of eye, brain and other parts of central nervous system (C69-C72)",no.,1081,744,1825,6.9,4.3,5.5,C69-C72,"Malignant neoplasms of eye, brain and other parts of central nervous system",FALSE,FALSE
Malignant neoplasm of eye and adnexa (C69),no.,36,27,63,0.2,0.2,0.2,C69,Malignant neoplasm of eye and adnexa,FALSE,FALSE
Malignant neoplasm of meninges (C70),no.,8,6,14,NA,NA,NA,C70,Malignant neoplasm of meninges,FALSE,FALSE
Malignant neoplasm of brain (C71),no.,1027,702,1729,6.6,4,5.3,C71,Malignant neoplasm of brain,FALSE,FALSE
"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system (C72)",no.,11,9,20,NA,NA,0.1,C72,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",FALSE,FALSE
Malignant neoplasms of thyroid and other endocrine glands  (C73-C75),no.,141,145,286,0.9,0.8,0.8,C73-C75,Malignant neoplasms of thyroid and other endocrine glands,FALSE,FALSE
Malignant neoplasm of thyroid gland (C73),no.,107,114,221,0.6,0.6,0.6,C73,Malignant neoplasm of thyroid gland,FALSE,FALSE
Malignant neoplasm of adrenal gland (C74),no.,28,23,51,0.2,0.1,0.2,C74,Malignant neoplasm of adrenal gland,FALSE,FALSE
Malignant neoplasm of other endocrine glands and related structures (C75),no.,6,8,14,NA,NA,NA,C75,Malignant neoplasm of other endocrine glands and related structures,FALSE,FALSE
"Malignant neoplasms of ill-defined, secondary and unspecified sites (C76-C80)",no.,5300,4318,9618,31.6,22,26.4,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",FALSE,FALSE
Malignant neoplasm of other and ill-defined sites (C76),no.,88,100,188,0.5,0.5,0.5,C76,Malignant neoplasm of other and ill-defined sites,FALSE,FALSE
Secondary and unspecified malignant neoplasm of lymph nodes (C77),no.,188,153,341,1.1,0.8,1,C77,Secondary and unspecified malignant neoplasm of lymph nodes,FALSE,FALSE
Secondary malignant neoplasm of respiratory and digestive organs (C78),no.,1951,1630,3581,11.7,8.5,9.9,C78,Secondary malignant neoplasm of respiratory and digestive organs,FALSE,FALSE
Secondary malignant neoplasm of other and unspecified sites (C79),no.,2716,2360,5076,16.2,12.2,14,C79,Secondary malignant neoplasm of other and unspecified sites,FALSE,FALSE
"Malignant neoplasm, without specification of site (C80)",no.,1931,1577,3508,11.5,7.6,9.4,C80,"Malignant neoplasm, without specification of site",FALSE,FALSE
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue (C81-C96)",no.,4052,2735,6787,24.1,13.5,18.3,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",FALSE,FALSE
Hodgkin lymphoma (C81),no.,91,60,151,0.6,0.3,0.4,C81,Hodgkin lymphoma,FALSE,FALSE
Follicular lymphoma (C82),no.,93,65,158,0.6,0.3,0.4,C82,Follicular lymphoma,FALSE,FALSE
Non-follicular lymphoma (C83),no.,559,328,887,3.3,1.7,2.4,C83,Non-follicular lymphoma,FALSE,FALSE
Mature T/NK-cell lymphomas (C84),no.,115,56,171,0.7,0.3,0.5,C84,Mature T/NK-cell lymphomas,FALSE,FALSE
Other and unspecified types of non-Hodgkin lymphoma (C85),no.,659,586,1245,3.9,2.8,3.3,C85,Other and unspecified types of non-Hodgkin lymphoma,FALSE,FALSE
Other specified types of T/NK-cell lymphoma (C86),no.,17,5,22,NA,NA,0.1,C86,Other specified types of T/NK-cell lymphoma,FALSE,FALSE
Malignant immunoproliferative diseases (C88),no.,64,37,101,0.4,0.2,0.3,C88,Malignant immunoproliferative diseases,FALSE,FALSE
Multiple myeloma and malignant plasma cell neoplasms (C90),no.,794,564,1358,4.7,2.7,3.6,C90,Multiple myeloma and malignant plasma cell neoplasms,FALSE,FALSE
Lymphoid leukaemia (C91),no.,546,331,877,3.3,1.6,2.4,C91,Lymphoid leukaemia,FALSE,FALSE
Myeloid leukaemia (C92),no.,958,615,1573,5.7,3.1,4.3,C92,Myeloid leukaemia,FALSE,FALSE
Monocytic leukaemia (C93),no.,158,68,226,0.9,0.3,0.6,C93,Monocytic leukaemia,FALSE,FALSE
Other leukaemias of specified cell type (C94),no.,11,3,14,NA,NA,NA,C94,Other leukaemias of specified cell type,FALSE,FALSE
Leukaemia of unspecified cell type (C95),no.,103,76,179,0.6,0.4,0.5,C95,Leukaemia of unspecified cell type,FALSE,FALSE
"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue (C96)",no.,42,23,65,0.2,0.1,0.2,C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",FALSE,FALSE
Malignant neoplasms of independent (primary) multiple sites  (C97-C97),no.,0,0,0,NA,NA,NA,C97-C97,Malignant neoplasms of independent,FALSE,FALSE
Malignant neoplasms of independent (primary) multiple sites (C97),no.,0,0,0,NA,NA,NA,C97,Malignant neoplasms of independent,FALSE,FALSE
Other Neoplasms (D00-D48),no.,1644,1326,2970,9.7,6.3,7.8,D00-D48,Other Neoplasms,FALSE,FALSE
In situ neoplasms (D00-D09),no.,5,8,13,NA,NA,NA,D00-D09,In situ neoplasms,FALSE,FALSE
"Carcinoma in situ of oral cavity, oesophagus and stomach (D00)",no.,1,0,1,NA,NA,NA,D00,"Carcinoma in situ of oral cavity, oesophagus and stomach",FALSE,FALSE
Carcinoma in situ of other and unspecified digestive organs (D01),no.,1,0,1,NA,NA,NA,D01,Carcinoma in situ of other and unspecified digestive organs,FALSE,FALSE
Carcinoma in situ of middle ear and respiratory system (D02),no.,0,0,0,NA,NA,NA,D02,Carcinoma in situ of middle ear and respiratory system,FALSE,FALSE
Melanoma in situ (D03),no.,0,0,0,NA,NA,NA,D03,Melanoma in situ,FALSE,FALSE
Carcinoma in situ of skin (D04),no.,3,4,7,NA,NA,NA,D04,Carcinoma in situ of skin,FALSE,FALSE
Carcinoma in situ of breast (D05),no.,0,3,3,NA,NA,NA,D05,Carcinoma in situ of breast,FALSE,FALSE
Carcinoma in situ of cervix uteri (D06),no.,0,0,0,NA,NA,NA,D06,Carcinoma in situ of cervix uteri,FALSE,FALSE
Carcinoma in situ of other and unspecified genital organs (D07),no.,0,1,1,NA,NA,NA,D07,Carcinoma in situ of other and unspecified genital organs,FALSE,FALSE
Carcinoma in situ of other and unspecified sites (D09),no.,0,0,0,NA,NA,NA,D09,Carcinoma in situ of other and unspecified sites,FALSE,FALSE
Benign neoplasms (D10-D36),no.,171,254,425,1,1.2,1.1,D10-D36,Benign neoplasms,FALSE,FALSE
Benign neoplasm of mouth and pharynx (D10),no.,0,1,1,NA,NA,NA,D10,Benign neoplasm of mouth and pharynx,FALSE,FALSE
Benign neoplasm of major salivary glands (D11),no.,2,3,5,NA,NA,NA,D11,Benign neoplasm of major salivary glands,FALSE,FALSE
"Benign neoplasm of colon, rectum, anus and anal canal (D12)",no.,7,7,14,NA,NA,NA,D12,"Benign neoplasm of colon, rectum, anus and anal canal",FALSE,FALSE
Benign neoplasm of other and ill-defined parts of digestive system (D13),no.,4,9,13,NA,NA,NA,D13,Benign neoplasm of other and ill-defined parts of digestive system,FALSE,FALSE
Benign neoplasm of middle ear and respiratory system (D14),no.,3,1,4,NA,NA,NA,D14,Benign neoplasm of middle ear and respiratory system,FALSE,FALSE
Benign neoplasm of other and unspecified intrathoracic organs (D15),no.,6,13,19,NA,NA,NA,D15,Benign neoplasm of other and unspecified intrathoracic organs,FALSE,FALSE
Benign neoplasm of bone and articular cartilage (D16),no.,0,2,2,NA,NA,NA,D16,Benign neoplasm of bone and articular cartilage,FALSE,FALSE
Benign lipomatous neoplasm (D17),no.,2,2,4,NA,NA,NA,D17,Benign lipomatous neoplasm,FALSE,FALSE
"Haemangioma and lymphangioma, any site (D18)",no.,14,12,26,NA,NA,0.1,D18,"Haemangioma and lymphangioma, any site",FALSE,FALSE
Benign neoplasm of mesothelial tissue (D19),no.,0,1,1,NA,NA,NA,D19,Benign neoplasm of mesothelial tissue,FALSE,FALSE
Benign neoplasm of soft tissue of retroperitoneum and peritoneum (D20),no.,0,0,0,NA,NA,NA,D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,FALSE,FALSE
Other benign neoplasms of connective and other soft tissue (D21),no.,1,2,3,NA,NA,NA,D21,Other benign neoplasms of connective and other soft tissue,FALSE,FALSE
Melanocytic naevi (D22),no.,0,0,0,NA,NA,NA,D22,Melanocytic naevi,FALSE,FALSE
Other benign neoplasms of skin (D23),no.,1,0,1,NA,NA,NA,D23,Other benign neoplasms of skin,FALSE,FALSE
Benign neoplasm of breast (D24),no.,0,0,0,NA,NA,NA,D24,Benign neoplasm of breast,FALSE,FALSE
Leiomyoma of uterus (D25),no.,0,5,5,NA,NA,NA,D25,Leiomyoma of uterus,FALSE,FALSE
Other benign neoplasms of uterus (D26),no.,0,0,0,NA,NA,NA,D26,Other benign neoplasms of uterus,FALSE,FALSE
Benign neoplasm of ovary (D27),no.,0,5,5,NA,NA,NA,D27,Benign neoplasm of ovary,FALSE,FALSE
Benign neoplasm of other and unspecified female genital organs (D28),no.,0,0,0,NA,NA,NA,D28,Benign neoplasm of other and unspecified female genital organs,FALSE,FALSE
Benign neoplasm of male genital organs (D29),no.,0,0,0,NA,NA,NA,D29,Benign neoplasm of male genital organs,FALSE,FALSE
Benign neoplasm of urinary organs (D30),no.,3,1,4,NA,NA,NA,D30,Benign neoplasm of urinary organs,FALSE,FALSE
Benign neoplasm of eye and adnexa (D31),no.,1,0,1,NA,NA,NA,D31,Benign neoplasm of eye and adnexa,FALSE,FALSE
Benign neoplasm of meninges (D32),no.,76,146,222,0.5,0.7,0.6,D32,Benign neoplasm of meninges,FALSE,FALSE
Benign neoplasm of brain and other parts of central nervous system (D33),no.,10,14,24,NA,NA,0.1,D33,Benign neoplasm of brain and other parts of central nervous system,FALSE,FALSE
Benign neoplasm of thyroid gland (D34),no.,1,1,2,NA,NA,NA,D34,Benign neoplasm of thyroid gland,FALSE,FALSE
Benign neoplasm of other and unspecified endocrine glands (D35),no.,32,24,56,0.2,0.1,0.1,D35,Benign neoplasm of other and unspecified endocrine glands,FALSE,FALSE
Benign neoplasm of other and unspecified sites (D36),no.,10,6,16,NA,NA,NA,D36,Benign neoplasm of other and unspecified sites,FALSE,FALSE
Neoplasms of uncertain or unknown behaviour (D37-D48),no.,1471,1073,2544,8.7,5,6.7,D37-D48,Neoplasms of uncertain or unknown behaviour,FALSE,FALSE
Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs (D37),no.,96,103,199,0.6,0.5,0.5,D37,Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,FALSE,FALSE
Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs (D38),no.,22,19,41,0.1,NA,0.1,D38,Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs,FALSE,FALSE
Neoplasm of uncertain or unknown behaviour of female genital organs (D39),no.,0,7,7,NA,NA,NA,D39,Neoplasm of uncertain or unknown behaviour of female genital organs,FALSE,FALSE
Neoplasm of uncertain or unknown behaviour of male genital organs (D40),no.,2,0,2,NA,NA,NA,D40,Neoplasm of uncertain or unknown behaviour of male genital organs,FALSE,FALSE
Neoplasm of uncertain or unknown behaviour of urinary organs (D41),no.,40,19,59,0.2,NA,0.1,D41,Neoplasm of uncertain or unknown behaviour of urinary organs,FALSE,FALSE
Neoplasm of uncertain or unknown behaviour of meninges (D42),no.,0,2,2,NA,NA,NA,D42,Neoplasm of uncertain or unknown behaviour of meninges,FALSE,FALSE
Neoplasm of uncertain or unknown behaviour of brain and central nervous system (D43),no.,87,74,161,0.5,0.4,0.4,D43,Neoplasm of uncertain or unknown behaviour of brain and central nervous system,FALSE,FALSE
Neoplasm of uncertain or unknown behaviour of endocrine glands (D44),no.,20,14,34,0.1,NA,0.1,D44,Neoplasm of uncertain or unknown behaviour of endocrine glands,FALSE,FALSE
Polycythaemia vera (D45),no.,54,36,90,0.3,0.2,0.2,D45,Polycythaemia vera,FALSE,FALSE
Myelodysplastic syndromes (D46),no.,721,422,1143,4.2,2,3,D46,Myelodysplastic syndromes,FALSE,FALSE
"Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue (D47)",no.,410,337,747,2.4,1.6,2,D47,"Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",FALSE,FALSE
Neoplasm of uncertain or unknown behaviour of other and unspecified sites (D48),no.,46,58,104,0.3,0.3,0.3,D48,Neoplasm of uncertain or unknown behaviour of other and unspecified sites,FALSE,FALSE
CHAPTER III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),no.,2403,2230,4633,14.4,10.9,12.5,D50-D89,CHAPTER III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,TRUE,FALSE
Nutritional anaemias (D50-D53),no.,157,204,361,0.9,0.9,0.9,D50-D53,Nutritional anaemias,FALSE,FALSE
Iron deficiency anaemia (D50),no.,137,181,318,0.8,0.8,0.8,D50,Iron deficiency anaemia,FALSE,FALSE
Vitamin B12 deficiency anaemia (D51),no.,5,18,23,NA,NA,0.1,D51,Vitamin B12 deficiency anaemia,FALSE,FALSE
Folate deficiency anaemia (D52),no.,13,4,17,NA,NA,NA,D52,Folate deficiency anaemia,FALSE,FALSE
Other nutritional anaemias (D53),no.,2,1,3,NA,NA,NA,D53,Other nutritional anaemias,FALSE,FALSE
Haemolytic anaemias (D55-D59),no.,81,94,175,0.5,0.5,0.5,D55-D59,Haemolytic anaemias,FALSE,FALSE
Anaemia due to enzyme disorders (D55),no.,4,1,5,NA,NA,NA,D55,Anaemia due to enzyme disorders,FALSE,FALSE
Thalassaemia (D56),no.,20,20,40,0.1,0.1,0.1,D56,Thalassaemia,FALSE,FALSE
Sickle-cell disorders (D57),no.,1,2,3,NA,NA,NA,D57,Sickle-cell disorders,FALSE,FALSE
Other hereditary haemolytic anaemias (D58),no.,16,20,36,NA,0.1,0.1,D58,Other hereditary haemolytic anaemias,FALSE,FALSE
Acquired haemolytic anaemia (D59),no.,40,56,96,0.2,0.3,0.3,D59,Acquired haemolytic anaemia,FALSE,FALSE
Aplastic and other anaemias (D60-D64),no.,1091,1073,2164,6.5,4.9,5.6,D60-D64,Aplastic and other anaemias,FALSE,FALSE
Acquired pure red cell aplasia [erythroblastopenia] (D60),no.,7,5,12,NA,NA,NA,D60,Acquired pure red cell aplasia [erythroblastopenia],FALSE,FALSE
Other aplastic anaemias (D61),no.,213,150,363,1.3,0.8,1,D61,Other aplastic anaemias,FALSE,FALSE
Acute posthaemorrhagic anaemia (D62),no.,1,2,3,NA,NA,NA,D62,Acute posthaemorrhagic anaemia,FALSE,FALSE
Other anaemias (D64),no.,887,919,1806,5.2,4.1,4.6,D64,Other anaemias,FALSE,FALSE
"Coagulation defects, purpura and other haemorrhagic conditions (D65-D69)",no.,461,341,802,2.8,1.8,2.3,D65-D69,"Coagulation defects, purpura and other haemorrhagic conditions",FALSE,FALSE
Disseminated intravascular coagulation [defibrination syndrome] (D65),no.,92,52,144,0.6,0.3,0.4,D65,Disseminated intravascular coagulation [defibrination syndrome],FALSE,FALSE
Hereditary factor VIII deficiency (D66),no.,16,7,23,NA,NA,0.1,D66,Hereditary factor VIII deficiency,FALSE,FALSE
Hereditary factor IX deficiency (D67),no.,0,0,0,NA,NA,NA,D67,Hereditary factor IX deficiency,FALSE,FALSE
Other coagulation defects (D68),no.,132,131,263,0.9,0.7,0.8,D68,Other coagulation defects,FALSE,FALSE
Purpura and other haemorrhagic conditions (D69),no.,231,162,393,1.4,0.8,1.1,D69,Purpura and other haemorrhagic conditions,FALSE,FALSE
Other diseases of blood and blood-forming organs (D70-D77),no.,449,343,792,2.7,1.8,2.2,D70-D77,Other diseases of blood and blood-forming organs,FALSE,FALSE
Agranulocytosis (D70),no.,241,192,433,1.4,1,1.2,D70,Agranulocytosis,FALSE,FALSE
Functional disorders of polymorphonuclear neutrophils (D71),no.,2,1,3,NA,NA,NA,D71,Functional disorders of polymorphonuclear neutrophils,FALSE,FALSE
